Astro ID,TIC ID,Epoc,Per,Dur,Depth,SMass,SRad,SRadEst,Tmag,Year,MinT,MaxT,Split,Consensus Label,L1,L2,L3,L4,L5,L6,L7,L8,Notes,File,disp_E,disp_J,disp_N,disp_S,disp_B
8175,380780063.0,1654.22167,0.422696,0.05757542216,69860,1.54,3.63634,3.121949731,11.1379,1.0,1653.927553,1682.344207,train,,B,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000380780063_tess_v01_llc.fits,0,4,0,0,1
8176,469269031.0,1657.713895,13.168402,0.1739545904,58650,,8.19784,8.689195715,9.233,1.0,1653.92768,1682.344321,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000469269031_tess_v01_llc.fits,0,1,0,0,0
8177,367022524.0,1654.010603,0.324085,0.04789004045,1010,1.06,1.17265,1.203247339,10.9274,1.0,1653.925733,1682.342552,train,B,B,B,B,B,B,,,,,astronet_tess_ffi_s0039-0000000367022524_tess_v01_llc.fits,0,0,0,0,1
8178,404292984.0,1656.123805,2.898817,0.1840748795,4630,,,,9.9957,1.0,1653.926556,1682.343299,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000404292984_tess_v01_llc.fits,0,1,0,0,0
8179,323136121.0,1627.773225,40.311269,0.9186938205,1800,1.23,2.28761,2.348726662,10.8769,1.0,1596.781945,1682.344575,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000323136121_tess_v01_llc.fits,0,1,0,0,0
8180,261260196.0,1333.001122,43.790863,1.36802656,1100,1.22,2.7406,2.816611266,10.9394,1.0,1325.322914,1682.344172,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000261260196_tess_v01_llc.fits,0,1,0,0,0
8181,277025286.0,1348.061695,48.014605,0.7178183448,11140,,,,10.9672,1.0,1325.321912,1682.343987,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000277025286_tess_v01_llc.fits,0,1,0,0,0
8182,150360010.0,1326.459776,3.712393,0.2041444911,200,,11.1491,10.94251374,11.0515,1.0,1325.320992,1682.344471,train,,J,N,J,J,J,,,,,astronet_tess_ffi_s0039-0000000150360010_tess_v01_llc.fits,0,4,1,0,0
8183,119379330.0,1654.119884,1.103946,0.2648587243,284090,1.4,3.05164,2.889602443,11.2229,1.0,1653.927172,1682.34386,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000119379330_tess_v01_llc.fits,1,0,0,0,0
8184,30466249.0,1326.810316,4.895032,0.2415208789,370,1.03,2.39608,1.92487079,8.8583,1.0,1325.322049,1682.343658,train,,J,N,J,J,J,,,,,astronet_tess_ffi_s0039-0000000030466249_tess_v01_llc.fits,0,4,1,0,0
8185,295131379.0,1631.665988,18.149472,0.6061923648,65300,,10.0999,9.856784344,10.0782,1.0,1624.969212,1682.344188,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000295131379_tess_v01_llc.fits,0,1,0,0,0
8186,306738879.0,1326.999764,12.313087,0.1471413897,670,1.4,1.44982,1.514390406,9.4064,1.0,1325.321454,1682.34515,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000306738879_tess_v01_llc.fits,0,1,0,0,0
8187,141158115.0,1326.001065,0.360309,0.04123736505,130,1.03,1.66769,1.303435317,10.8101,1.0,1325.322229,1652.864757,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000141158115_tess_v01_llc.fits,0,1,0,0,0
8188,141909987.0,1331.844755,17.345679,0.1522950616,270,,12.189,12.07220135,10.5986,1.0,1325.322382,1652.865124,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000141909987_tess_v01_llc.fits,0,1,0,0,0
8189,287531693.0,1394.009512,14.492943,0.3318883947,1340,0.84,0.790342,0.7697892042,10.4946,1.0,1381.718579,1682.344837,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000287531693_tess_v01_llc.fits,0,1,0,0,0
8190,306776462.0,1337.287284,18.977181,0.1271471127,4200,,13.5042,14.09246057,10.6651,1.0,1325.321321,1682.345231,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000306776462_tess_v01_llc.fits,0,1,0,0,0
8191,176936735.0,1355.070754,1.224198,0.1436106674,59,2.43,3.26798,3.23595271,7.0264,1.0,1354.113884,1682.344519,train,,B,B,B,J,J,,,,,astronet_tess_ffi_s0039-0000000176936735_tess_v01_llc.fits,0,2,0,0,3
8192,22996168.0,1657.680943,10.599833,0.1249720311,700,,,100.3794152,11.0552,1.0,1653.927618,1682.344265,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000022996168_tess_v01_llc.fits,0,1,0,0,0
8193,422039153.0,1654.1942,0.61714,0.057887732,869,,1.90935,1.162460625,11.1594,1.0,1653.925946,1682.342746,train,,J,B,J,J,J,,,,,astronet_tess_ffi_s0039-0000000422039153_tess_v01_llc.fits,0,4,0,0,1
8194,348760490.0,1328.257466,17.192058,0.3055028707,1590,,10.2468,9.870197334,9.3816,1.0,1325.323362,1682.343726,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000348760490_tess_v01_llc.fits,0,1,0,0,0
8195,179115277.0,1354.300403,0.062393,0.00280830893,770,1.76386,3.620949,3.321968937,10.1129,1.0,1354.114532,1682.343838,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000179115277_tess_v01_llc.fits,0,1,0,0,0
8196,141333573.0,1325.749586,2.123504,0.2129662162,100610,1.03,2.18202,2.235443635,8.9829,1.0,1325.322561,1682.34406,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000141333573_tess_v01_llc.fits,1,0,0,0,0
8197,294099247.0,1353.325741,37.494159,0.5252931676,430,,27.4132,28.55552328,10.7684,1.0,1325.320542,1652.865962,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000294099247_tess_v01_llc.fits,0,1,0,0,0
8198,281977135.0,1394.11639,11.904754,0.1561903725,1359,,7.44478,7.578236696,10.2054,1.0,1381.718423,1652.865898,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000281977135_tess_v01_llc.fits,0,1,0,0,0
8199,167893026.0,1339.220459,21.318511,0.2347168061,339,,17.4633,17.28426329,9.6786,1.0,1325.320756,1682.344881,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000167893026_tess_v01_llc.fits,0,1,0,0,0
8200,294058628.0,1641.763604,18.552312,0.2521259201,740,,16.5579,17.59791495,8.8587,1.0,1624.969381,1682.344366,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000294058628_tess_v01_llc.fits,0,1,0,0,0
8201,349061910.0,1344.875636,27.656204,0.2287168071,440,0.691802,13.4948,14.83176696,9.8699,1.0,1325.320763,1682.344971,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000349061910_tess_v01_llc.fits,0,1,0,0,0
8202,349830677.0,1350.812074,31.169942,0.2602690157,1910,,13.9584,13.74028399,10.9656,1.0,1325.320859,1652.866106,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000349830677_tess_v01_llc.fits,0,1,0,0,0
8203,278384611.0,1492.053574,0.678365,0.1252058281,4580,1.71,2.5172,2.664697577,8.7892,1.0,1491.635519,1682.344574,train,,J,B,J,J,J,,,,,astronet_tess_ffi_s0039-0000000278384611_tess_v01_llc.fits,0,4,0,0,1
8204,271638794.0,1326.57852,16.474161,0.1840163784,530,,15.5961,15.35876149,11.2961,1.0,1325.322023,1682.344632,train,,J,N,J,J,J,,,,,astronet_tess_ffi_s0039-0000000271638794_tess_v01_llc.fits,0,4,1,0,0
8205,469694751.0,1626.914962,2.584615,0.1970768938,350,,9.70769,10.50942582,11.4598,1.0,1624.968982,1682.343945,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000469694751_tess_v01_llc.fits,0,1,0,0,0
8206,261644653.0,1326.561655,1.428365,0.0934436383,8290,1.4,2.61413,2.643281866,11.222,1.0,1325.324534,1682.342813,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000261644653_tess_v01_llc.fits,1,0,0,0,0
8207,149102142.0,1325.737806,0.312393,0.05992634919,10300,1.68,2.7326,2.623314887,9.9681,1.0,1325.32172,1652.864625,train,,J,B,J,J,J,,,,,astronet_tess_ffi_s0039-0000000149102142_tess_v01_llc.fits,0,4,0,0,1
8208,406872253.0,1626.40913,0.492254,0.04672474968,280,1.19,1.05003,1.064897614,7.5947,1.0,1624.969716,1682.34472,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000406872253_tess_v01_llc.fits,1,0,0,0,0
8209,272189849.0,1339.390733,27.323687,0.3502896673,570,,11.769,10.59198264,10.7538,1.0,1325.321768,1652.86583,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000272189849_tess_v01_llc.fits,0,1,0,0,0
8210,276936242.0,1326.378926,2.900587,0.2642724816,1720,,,,11.5097,1.0,1325.32196,1652.864807,train,E,E,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000276936242_tess_v01_llc.fits,1,0,0,0,0
8211,304622998.0,1661.957961,6.447742,0.2191587506,2869,,9.81879,10.49748784,11.3289,1.0,1653.926795,1682.343516,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000304622998_tess_v01_llc.fits,1,0,0,0,0
8212,271812166.0,1343.789513,18.543731,0.2180742766,150,,20.4427,22.26138438,8.4973,1.0,1325.321999,1652.865615,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000271812166_tess_v01_llc.fits,0,1,0,0,0
8213,220395395.0,1337.393782,44.395454,0.3573834047,830,,9.7798,9.666174704,11.3356,1.0,1325.321795,1682.343217,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000220395395_tess_v01_llc.fits,0,1,0,0,0
8214,63522035.0,1657.332093,1.4146,0.14648183,1530,,,67.49272813,9.692,1.0,1653.927444,1682.344106,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000063522035_tess_v01_llc.fits,1,0,0,0,0
8215,351397454.0,1654.35298,0.463668,0.07995027324,3950,1.13,1.50066,1.425777636,10.4994,1.0,1653.925876,1682.342682,train,E,B,E,E,E,B,,,,,astronet_tess_ffi_s0039-0000000351397454_tess_v01_llc.fits,1,0,0,0,0
8216,55480260.0,1326.275956,3.014476,0.2069739222,169,,10.4847,10.50825756,10.4238,1.0,1325.321903,1652.864208,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000055480260_tess_v01_llc.fits,0,1,0,0,0
8217,339733105.0,1326.037328,2.932532,0.1392659447,220,,11.4811,11.30050099,9.3734,1.0,1325.320551,1682.345172,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000339733105_tess_v01_llc.fits,0,1,0,0,0
8218,112395347.0,1665.547021,8.442612,0.2660267041,770,,25.3481,25.9261574,7.917,1.0,1653.92579,1682.342603,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000112395347_tess_v01_llc.fits,0,1,0,0,0
8219,180795686.0,1327.468305,8.891559,0.2517200353,770,,9.86318,10.16979553,9.1817,1.0,1325.323954,1682.343062,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000180795686_tess_v01_llc.fits,0,1,0,0,0
8220,279250880.0,1367.663068,34.285208,0.3699373943,310,,19.0141,18.7386744,10.2508,1.0,1354.11315,1652.865739,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000279250880_tess_v01_llc.fits,0,1,0,0,0
8221,384712688.0,1626.283627,0.476976,0.0444541632,880,1.34,2.81088,2.95939442,9.4032,1.0,1624.969358,1682.344343,train,J,J,J,E,J,J,,,,,astronet_tess_ffi_s0039-0000000384712688_tess_v01_llc.fits,0,1,0,0,0
8222,307035011.0,1354.677032,0.465865,0.22810148,700,1.62,2.05054,2.023771097,11.0486,1.0,1354.113446,1652.866101,train,J,J,B,E,J,J,,,,,astronet_tess_ffi_s0039-0000000307035011_tess_v01_llc.fits,0,1,0,0,0
8223,277099925.0,1327.075026,1.77767,0.1952237194,1600,,,27.37996358,10.0376,1.0,1325.321784,1652.864796,train,E,N,N,E,J,N,,,,,astronet_tess_ffi_s0039-0000000277099925_tess_v01_llc.fits,1,0,0,0,0
8224,372218274.0,1654.621952,3.986227,0.1148431999,520,,10.9435,10.68505486,9.1017,1.0,1653.925988,1682.342784,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000372218274_tess_v01_llc.fits,0,1,0,0,0
8225,404851658.0,1327.591369,1.993643,0.2011187058,560,,,90.92243878,10.3023,1.0,1325.321902,1652.864852,train,N,J,N,E,J,N,,,,,astronet_tess_ffi_s0039-0000000404851658_tess_v01_llc.fits,0,0,1,0,0
8226,261204214.0,1332.532561,24.624112,0.2624930339,1570,1.43,1.31144,1.358268615,11.2107,1.0,1325.322889,1682.344136,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000261204214_tess_v01_llc.fits,0,1,0,0,0
8227,323353151.0,1600.013391,17.856591,0.2233859534,650,,17.9811,17.91420622,11.0888,1.0,1596.781976,1682.344627,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000323353151_tess_v01_llc.fits,0,1,0,0,0
8228,287410832.0,1327.141064,1.48392,0.189496584,150,2.04,1.58996,1.60395742,8.8086,1.0,1325.321988,1652.864767,train,,J,B,J,J,J,,,,,astronet_tess_ffi_s0039-0000000287410832_tess_v01_llc.fits,0,4,0,0,1
8229,469877517.0,1654.603584,3.372767,0.2318440036,670,,8.93521,9.91684336,11.3349,1.0,1653.926539,1682.343283,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000469877517_tess_v01_llc.fits,0,1,0,0,0
8230,350146119.0,1342.923812,39.295925,0.3340153625,2320,1.78,2.97748,2.780203179,10.4682,1.0,1325.320982,1652.866142,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000350146119_tess_v01_llc.fits,0,1,0,0,0
8231,278476625.0,1491.724422,5.478365,0.04300516525,3610,,10.7312,11.4155715,11.3947,1.0,1491.635522,1682.34457,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000278476625_tess_v01_llc.fits,0,1,0,0,0
8232,98282377.0,1660.820874,9.02251,0.1892922598,510,,20.315,20.31907143,8.029,1.0,1653.925986,1682.342781,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000098282377_tess_v01_llc.fits,0,1,0,0,0
8233,269899291.0,1598.581474,0.333226,0.04136001112,490,1.86,2.93924,3.015006423,9.3981,1.0,1596.781956,1682.344593,train,,J,B,J,J,J,,,,,astronet_tess_ffi_s0039-0000000269899291_tess_v01_llc.fits,0,4,0,0,1
8234,287325639.0,1394.560667,36.429273,0.7008992125,4060,1.09,0.989091,0.9965562642,10.6997,1.0,1381.718085,1682.345205,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000287325639_tess_v01_llc.fits,0,1,0,0,0
8235,238191112.0,1325.932758,0.729059,0.1158474751,225700,1.56,1.79877,1.821678503,5.8983,1.0,1325.323023,1682.343533,train,B,B,B,B,B,B,,,,,astronet_tess_ffi_s0039-0000000238191112_tess_v01_llc.fits,0,0,0,0,1
8236,86033989.0,1660.123789,3.195646,0.321577857,104910,,10.9562,10.57907593,11.4573,1.0,1653.927409,1682.344075,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000086033989_tess_v01_llc.fits,1,0,0,0,0
8237,279510975.0,1326.211221,0.953365,0.09269567895,3980,0.95,0.810723,0.7901031071,7.3179,1.0,1325.320696,1652.865827,train,,B,B,J,J,B,,,,,astronet_tess_ffi_s0039-0000000279510975_tess_v01_llc.fits,0,2,0,0,3
8238,426030018.0,1334.560388,27.874974,0.3144297067,1050,1.36,1.39456,1.4163629,11.373,1.0,1325.32316,1682.343014,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000426030018_tess_v01_llc.fits,0,1,0,0,0
8239,31300787.0,1658.277861,3.473924,0.1486839472,7800,,13.1621,13.2585138,9.8533,1.0,1653.925946,1682.342746,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000031300787_tess_v01_llc.fits,1,0,0,0,0
8240,382628609.0,1351.06797,26.987761,0.2229189059,1730,,,,10.266,1.0,1325.320976,1652.866249,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000382628609_tess_v01_llc.fits,0,1,0,0,0
8241,61024068.0,1655.943895,13.151199,0.2039750965,33339,1.18,2.79156,2.530247431,10.4821,1.0,1653.926319,1682.343084,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000061024068_tess_v01_llc.fits,0,1,0,0,0
8242,270285317.0,1625.179117,0.236698,0.05464646726,560,1.22,1.51901,1.525630403,11.1711,1.0,1624.968849,1682.343805,train,B,B,B,B,B,B,,,,,astronet_tess_ffi_s0039-0000000270285317_tess_v01_llc.fits,0,0,0,0,1
8243,401726741.0,1655.073113,1.750652,0.1358505952,2020,1.62,1.7254,1.687786731,11.3621,1.0,1653.926617,1682.343354,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000401726741_tess_v01_llc.fits,0,1,0,0,0
8244,278082004.0,1327.941293,2.447809,0.2686959939,240,0.99,0.802862,0.7954065458,11.1073,1.0,1325.322468,1682.344473,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000278082004_tess_v01_llc.fits,0,1,0,0,0
8245,150186779.0,1339.301265,20.756886,0.1702064652,430,,11.2364,10.13873919,9.6953,1.0,1325.32133,1652.865189,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000150186779_tess_v01_llc.fits,0,1,0,0,0
8246,141911911.0,1325.775932,0.328365,0.1501251944,49630,1.8,2.05831,2.006091935,10.1452,1.0,1325.322164,1682.344296,train,,J,B,J,B,B,,,,,astronet_tess_ffi_s0039-0000000141911911_tess_v01_llc.fits,0,2,0,0,3
8247,80204056.0,1657.794149,2.330406,0.1983641587,400,,10.9968,11.37372812,9.104,1.0,1653.92558,1682.342412,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000080204056_tess_v01_llc.fits,0,1,0,0,0
8248,327710133.0,1340.508824,16.572577,0.3155418661,11020,,10.581,11.19946068,11.516,1.0,1325.325346,1682.34255,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000327710133_tess_v01_llc.fits,0,1,0,0,0
8249,140578606.0,1326.14037,1.330448,0.1024977139,110,1.47,1.62834,1.582792949,10.6585,1.0,1325.322756,1682.343721,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000140578606_tess_v01_llc.fits,0,1,0,0,0
8250,75470499.0,1654.130982,1.071307,0.3077007965,1060,,6.35814,6.062808322,11.2004,1.0,1653.927692,1682.344333,train,B,J,E,B,B,B,,,,,astronet_tess_ffi_s0039-0000000075470499_tess_v01_llc.fits,0,0,0,0,1
8251,320327921.0,1655.794535,3.955276,0.1315524798,1359,1.33,1.23197,1.275072611,10.5135,1.0,1653.926217,1682.342992,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000320327921_tess_v01_llc.fits,1,0,0,0,0
8252,167896760.0,1328.144155,10.994337,0.1693127898,240,,8.06814,8.70098385,11.4201,1.0,1325.321209,1652.86568,train,,J,N,N,J,J,,,,,astronet_tess_ffi_s0039-0000000167896760_tess_v01_llc.fits,0,3,2,0,0
8253,272432703.0,1384.419458,0.667254,0.1117717175,560,,,,10.7799,1.0,1381.718634,1682.344782,train,B,B,B,B,B,B,,,,,astronet_tess_ffi_s0039-0000000272432703_tess_v01_llc.fits,0,0,0,0,1
8254,141473947.0,1326.203337,0.629059,0.05896799066,3920,1.86,3.13626,3.024420469,10.952,1.0,1325.322509,1652.86496,train,,J,B,J,J,J,,,,,astronet_tess_ffi_s0039-0000000141473947_tess_v01_llc.fits,0,4,0,0,1
8255,263050594.0,1343.254892,28.307518,0.4206497175,380,,44.6058,46.48531319,10.071,1.0,1325.323722,1682.343627,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000263050594_tess_v01_llc.fits,0,1,0,0,0
8256,300290328.0,1357.187275,36.766587,0.4048001229,490,,20.7623,20.81181403,10.735,1.0,1325.321644,1682.344788,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000300290328_tess_v01_llc.fits,0,1,0,0,0
8257,303843280.0,1654.345577,2.860932,0.2411765676,9170,1.76,2.13005,2.113691588,10.0106,1.0,1653.927164,1682.343853,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000303843280_tess_v01_llc.fits,0,1,0,0,0
8258,339835873.0,1658.123254,0.916683,0.1140811994,1210,1.19,3.13214,3.322807539,10.9292,1.0,1653.926835,1682.343552,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000339835873_tess_v01_llc.fits,0,1,0,0,0
8259,356818736.0,1610.25225,16.058561,0.2214475562,3170,,22.576,23.23908604,10.9503,1.0,1596.782132,1682.344896,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000356818736_tess_v01_llc.fits,0,1,0,0,0
8260,29988465.0,1328.088558,17.580154,0.2376836821,690,,9.40584,10.34228808,10.7421,1.0,1325.322069,1682.343582,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000029988465_tess_v01_llc.fits,0,1,0,0,0
8261,86969982.0,1657.777679,1.092378,0.1753157452,27390,1.43,3.57226,3.669400256,10.8851,1.0,1653.927337,1682.344009,train,,J,B,J,B,J,,,,,astronet_tess_ffi_s0039-0000000086969982_tess_v01_llc.fits,0,3,0,0,2
8262,323574517.0,1600.034211,2.807532,0.1617138432,410,,9.23247,9.105474013,10.4598,1.0,1596.781952,1682.344587,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000323574517_tess_v01_llc.fits,0,1,0,0,0
8263,79662563.0,1655.948456,13.771296,0.1266959232,3030,1.41,2.14107,2.223793554,11.2199,1.0,1653.925668,1682.342492,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000079662563_tess_v01_llc.fits,0,1,0,0,0
8264,150428314.0,1326.697394,12.651976,0.1768746245,460,,10.7711,10.82495399,10.1809,1.0,1325.321327,1682.344458,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000150428314_tess_v01_llc.fits,0,1,0,0,0
8265,373524069.0,1354.800643,2.765865,0.2984644922,570,,9.01463,11.8542989,11.0899,1.0,1354.114468,1652.864709,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000373524069_tess_v01_llc.fits,0,1,0,0,0
8266,374355219.0,1654.969959,1.403251,0.06925043685,860,,,2.508219339,10.5158,1.0,1653.926426,1682.343182,train,E,E,E,E,J,E,,,,,astronet_tess_ffi_s0039-0000000374355219_tess_v01_llc.fits,1,0,0,0,0
8267,50269985.0,1325.549857,0.888087,0.144553921,910,1.32,0.88742,1.076338987,10.6094,1.0,1325.323631,1682.342859,train,B,E,B,B,B,B,,,,Duplicated in Y3,astronet_tess_ffi_s0039-0000000050269985_tess_v01_llc.fits,0,0,0,0,1
8268,262611058.0,1341.788345,19.61936,0.3449083488,310,,20.5158,20.1458503,9.8723,1.0,1325.320693,1682.34533,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000262611058_tess_v01_llc.fits,0,1,0,0,0
8269,230967251.0,1659.166815,14.676468,0.2980790651,344760,1.08,1.31628,1.338973336,10.0112,1.0,1653.926527,1682.343274,train,E,E,E,E,S,E,,,,,astronet_tess_ffi_s0039-0000000230967251_tess_v01_llc.fits,1,0,0,0,0
8270,389572823.0,1658.084781,1.175711,0.1693376553,3130,1.48,2.06077,2.139731696,11.5058,1.0,1653.927065,1682.343761,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000389572823_tess_v01_llc.fits,0,1,0,0,0
8271,50442601.0,1336.550038,17.633969,0.2325920511,1150,,11.0457,11.2111068,8.6648,1.0,1325.323453,1682.343257,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000050442601_tess_v01_llc.fits,0,1,0,0,0
8272,365772866.0,1654.248486,0.568529,0.2853276492,3400,1.54,1.55348,1.536210209,10.8863,1.0,1653.92731,1682.343985,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000365772866_tess_v01_llc.fits,0,1,0,0,0
8273,349406883.0,1329.557134,17.780393,0.2041189116,410,0.725969,13.1671,12.52809472,8.9516,1.0,1325.321179,1652.865856,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000349406883_tess_v01_llc.fits,0,1,0,0,0
8274,464368259.0,1654.228452,0.258807,0.03302894934,920,1.68,2.16313,2.108412308,10.013,1.0,1653.927012,1682.343715,train,,J,B,J,J,J,,,,,astronet_tess_ffi_s0039-0000000464368259_tess_v01_llc.fits,0,4,0,0,1
8275,466692928.0,1655.575996,12.992192,0.1934537389,1920,,8.85974,9.366083856,9.9391,1.0,1653.926742,1682.343469,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000466692928_tess_v01_llc.fits,0,1,0,0,0
8276,339959047.0,1385.574014,2.517948,0.2922582244,190,1.43,2.12835,2.359380589,11.153,1.0,1381.718064,1682.345236,train,,B,J,B,J,J,,,,,astronet_tess_ffi_s0039-0000000339959047_tess_v01_llc.fits,0,3,0,0,2
8277,271810091.0,1369.562703,18.988585,0.1993801425,440,,12.2827,12.65817797,10.4536,1.0,1354.113783,1652.865698,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000271810091_tess_v01_llc.fits,0,1,0,0,0
8278,340459410.0,1394.697848,48.138312,0.9488061295,2030,1.07,1.058,1.071618081,7.017,1.0,1381.717939,1682.345356,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000340459410_tess_v01_llc.fits,0,1,0,0,0
8279,31415158.0,1326.091475,0.789476,0.1641320604,1950,1.23,3.11309,2.811047485,9.8413,1.0,1325.321889,1682.34415,train,B,B,B,E,E,E,,,,,astronet_tess_ffi_s0039-0000000031415158_tess_v01_llc.fits,0,0,0,0,1
8280,76896388.0,1654.985836,1.120613,0.3114967956,910,1.1,2.01066,2.023421713,11.0731,1.0,1653.927478,1682.344138,train,,J,J,J,B,J,,,,,astronet_tess_ffi_s0039-0000000076896388_tess_v01_llc.fits,0,4,0,0,1
8281,101883233.0,1654.429165,14.194456,0.2350601914,16960,,7.22431,6.367499224,10.0118,1.0,1653.925462,1682.342306,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000101883233_tess_v01_llc.fits,0,1,0,0,0
8282,323878563.0,1599.135387,1.349893,0.2165903318,36989,1.15,1.82609,1.700695308,11.291,1.0,1596.782102,1682.344845,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000323878563_tess_v01_llc.fits,1,0,0,0,0
8283,349269701.0,1336.19926,13.882281,0.1949072252,320,0.95,0.963504,0.9070514449,10.3811,1.0,1325.320813,1682.345008,train,J,J,J,J,J,J,,,,,astronet_tess_ffi_s0039-0000000349269701_tess_v01_llc.fits,0,1,0,0,0
8284,464442741.0,1656.496149,2.526719,0.2973442919,382960,1.18,4.29219,4.662353925,9.8451,1.0,1653.926911,1682.343623,train,E,E,E,E,E,E,,,,,astronet_tess_ffi_s0039-0000000464442741_tess_v01_llc.fits,1,0,0,0,0
